location,sex,cause,age,RMSE_deaths_base,RMSE_prev_base,RMSE_deaths_cal,RMSE_prev_cal,base_err,cal_err,n_eval,n_par,hit_bound,bg_modified_rows
Indonesia,Male,Hypertensive heart disease,35-39 years,87.550552738362,605.301239757335,75.2728042787214,155.966908387877,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,40-44 years,226.425678914726,934.177655454618,114.533648069019,972.368045947171,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,45-49 years,200.887064566758,566.553086905763,355.303918590759,537.983827277999,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,50-54 years,275.518305619445,360.074780501105,356.526713191161,3803.78983703922,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,55-59 years,860.086680740083,3656.17579976232,406.091190167126,574.758675026061,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,60-64 years,612.024128383012,5746.58641082301,499.770666081838,3443.02507120708,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,65-69 years,911.149170833791,2675.39280262213,762.34213419089,3135.80696358543,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,70-74 years,1075.73732167078,7183.20017956049,560.920674563206,3652.61393643513,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,75-79 years,1748.06428613375,11567.6736839696,362.257201510245,5530.13649848721,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,80-84 years,1577.25059918067,11195.8711524588,763.907723119585,5716.84939649505,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,85-89 years,1066.59488570433,6130.4761500907,185.766325194131,3006.59032518332,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Hypertensive heart disease,90-94 years,473.360635566321,1974.74956777404,127.067476880378,1496.78509033341,195.779943173631,55.7717578821348,249,32,FALSE,0
