location,sex,cause,age,RMSE_deaths_base,RMSE_prev_base,RMSE_deaths_cal,RMSE_prev_cal,base_err,cal_err,n_eval,n_par,hit_bound,bg_modified_rows,pct_improvement
Indonesia,Male,Intracerebral hemorrhage,90-94 years,1164.17378137659,1328.3327350775,492.100810074185,569.739694758118,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Intracerebral hemorrhage,95+ years,341.329951535348,221.542415930602,388.912292145834,271.033394586786,265.27240507689,128.933877664455,401,32,FALSE,0,51.3956690568389
Indonesia,Male,Ischemic heart disease,20-24 years,181.244455497828,8005.20414660277,78.9663565130894,11613.7964538306,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,25-29 years,194.582132384627,4936.91780076008,193.797716826052,14818.7685664183,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,30-34 years,107.013115285613,4224.86594674015,951.951329170805,16739.0127808001,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,35-39 years,319.573583888572,6905.7935899996,818.899730128974,11326.1171668008,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,40-44 years,960.97395996462,14241.5572963942,1638.78542220184,15591.1347206781,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,45-49 years,525.524895740663,24745.3516229028,3128.98536353486,14290.9163073081,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,50-54 years,972.294725384235,33944.5657771241,2853.33280729061,21774.4737745538,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,55-59 years,2141.23391694266,37137.5314918008,2001.72565429433,21155.4586353906,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,60-64 years,1430.11499658407,32504.3366121881,2257.65556504252,44325.2771926274,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,65-69 years,4389.62292053795,41883.939568565,6780.06984739269,66540.1735272771,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,70-74 years,6210.44074009479,68346.0724285562,5331.7717227492,66364.8063164702,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,75-79 years,8308.85220573349,77318.6630660417,5811.75788804854,51985.1328655794,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
