location,sex,cause,age,RMSE_deaths_base,RMSE_prev_base,RMSE_deaths_cal,RMSE_prev_cal,base_err,cal_err,n_eval,n_par,hit_bound,bg_modified_rows,nm_converged,pct_improvement
Indonesia,Female,Ischemic heart disease,25-29 years,97.5146729363329,2298.45809458721,233.506688976735,9196.66772371071,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,30-34 years,112.339972989606,1269.43274998906,127.313691006135,6873.32286808391,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,35-39 years,285.621559738504,3949.04732799068,507.37511816798,4674.36842793714,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,40-44 years,279.722961397303,10121.4052574765,749.721398286521,12145.8273604034,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,45-49 years,291.626993956833,16555.4028380775,547.552646656389,49347.5616907166,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,50-54 years,493.375920043281,23742.4291298249,1989.8545402272,45526.3995918597,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,55-59 years,1225.63730924408,31254.4059495839,3042.81043309947,30244.3151788651,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,60-64 years,1105.42613737632,34166.5357769218,762.370446717455,28571.0412930287,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,65-69 years,2330.20770306019,43493.7869187151,2873.95697311583,32514.7026139556,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,70-74 years,3665.29892630668,73392.1474650264,1160.39787288804,63191.5038732294,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,75-79 years,6481.59686996397,90072.0503953469,2369.65147112315,64592.9000936534,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,80-84 years,6854.13694356473,82469.2635707554,2407.88167786721,64530.6577143894,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,85-89 years,5961.11390093161,49852.9747243761,1734.70892598697,40613.8544201543,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,90-94 years,3285.33530955659,17850.1677497682,3265.72471770656,10258.6864283289,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic heart disease,95+ years,1639.99261184629,7119.81444903803,1693.96387904488,8166.55804697491,233.241304360712,118.606749979343,2506,32,TRUE,0,FALSE,49.1484793808581
Indonesia,Female,Ischemic stroke,20-24 years,7.1683695473641,1806.11278857164,18.2079256087722,1858.19308935585,303.536644984001,178.192269489344,2506,32,FALSE,0,FALSE,41.2946435186644
